customer_id,credit_score,debt_to_income_ratio,late_payments,loan_default,risk_category
C02120,746,0.52,2,0,Medium Risk
C02121,798,0.12,0,0,Low Risk
C02122,618,0.39,0,0,Medium Risk
C02123,758,0.34,0,0,Low Risk
C02124,608,0.63,1,0,Medium Risk
C02125,748,0.45,4,0,Medium Risk
C02126,576,0.59,1,0,High Risk
C02127,814,0.7,2,0,Low Risk
C02128,665,0.21,1,0,Medium Risk
C02129,709,0.14,0,0,Medium Risk
C02130,700,0.56,2,0,Medium Risk
C02131,812,0.48,1,1,Low Risk
C02132,630,0.48,1,1,Medium Risk
C02133,685,0.29,0,0,Medium Risk
C02134,704,0.16,2,0,Medium Risk
C02135,777,0.53,3,0,Low Risk
C02136,621,0.43,2,0,Medium Risk
C02137,497,0.4,1,0,High Risk
C02138,586,0.54,2,0,High Risk
C02139,755,0.69,2,0,Low Risk
C02140,696,0.54,1,0,Medium Risk
C02141,683,0.66,1,0,Medium Risk
C02142,613,0.34,4,0,Medium Risk
C02143,696,0.64,4,0,Medium Risk
C02144,735,0.54,0,0,Medium Risk
C02145,679,0.32,2,0,Medium Risk
C02146,806,0.41,1,0,Low Risk
C02147,765,0.22,2,0,Low Risk
C02148,678,0.15,1,0,Medium Risk
C02149,752,0.38,2,0,Low Risk
C02150,696,0.7,3,1,Medium Risk
C02151,717,0.62,2,0,Medium Risk
C02152,669,0.11,2,0,Medium Risk
C02153,706,0.68,2,0,Medium Risk
C02154,556,0.38,4,0,High Risk
C02155,618,0.21,3,0,Medium Risk
C02156,796,0.65,2,0,Low Risk
C02157,661,0.65,3,0,Medium Risk
C02158,595,0.61,2,0,High Risk
C02159,839,0.47,3,0,Low Risk
C02160,663,0.24,3,0,Medium Risk
C02161,738,0.24,0,0,Medium Risk
C02162,643,0.68,4,1,Medium Risk
C02163,773,0.27,1,0,Low Risk
C02164,690,0.35,4,0,Medium Risk
C02165,539,0.55,0,0,High Risk
C02166,850,0.59,1,0,Low Risk
C02167,637,0.35,1,0,Medium Risk
C02168,661,0.34,2,0,Medium Risk
C02169,581,0.31,1,1,High Risk
C02170,528,0.33,4,0,High Risk
C02171,788,0.55,0,0,Low Risk
C02172,708,0.14,0,0,Medium Risk
C02173,515,0.58,2,0,High Risk
C02174,656,0.23,1,0,Medium Risk
C02175,724,0.2,1,0,Medium Risk
C02176,744,0.17,2,0,Medium Risk
C02177,610,0.24,1,1,Medium Risk
C02178,643,0.6,1,0,Medium Risk
C02179,629,0.42,3,0,Medium Risk
C02180,656,0.26,0,0,Medium Risk
C02181,710,0.21,2,0,Medium Risk
C02182,763,0.56,1,0,Low Risk
C02183,711,0.4,0,0,Medium Risk
C02184,713,0.17,0,0,Medium Risk
C02185,672,0.33,1,0,Medium Risk
C02186,584,0.37,2,0,High Risk
C02187,676,0.31,3,0,Medium Risk
C02188,651,0.26,3,0,Medium Risk
C02189,628,0.3,2,0,Medium Risk
C02190,691,0.54,3,0,Medium Risk
C02191,549,0.67,1,0,High Risk
C02192,648,0.12,3,0,Medium Risk
C02193,628,0.48,4,0,Medium Risk
C02194,614,0.14,0,0,Medium Risk
C02195,742,0.22,1,0,Medium Risk
C02196,701,0.43,2,0,Medium Risk
C02197,732,0.58,1,0,Medium Risk
C02198,728,0.36,1,0,Medium Risk
C02199,601,0.63,0,0,Medium Risk
C02200,788,0.53,1,0,Low Risk
C02201,647,0.22,3,0,Medium Risk
C02202,791,0.51,2,0,Low Risk
C02203,655,0.29,4,0,Medium Risk
C02204,575,0.56,2,0,High Risk
C02205,595,0.24,1,0,High Risk
C02206,775,0.19,0,0,Low Risk
C02207,738,0.48,3,0,Medium Risk
C02208,622,0.47,2,0,Medium Risk
C02209,709,0.44,3,0,Medium Risk
C02210,777,0.25,5,0,Low Risk
C02211,836,0.22,4,0,Low Risk
C02212,703,0.65,2,0,Medium Risk
C02213,719,0.42,0,0,Medium Risk
C02214,675,0.34,5,0,Medium Risk
C02215,691,0.59,3,1,Medium Risk
C02216,741,0.13,2,0,Medium Risk
C02217,592,0.51,5,0,High Risk
C02218,748,0.19,1,0,Medium Risk
C02219,655,0.24,1,1,Medium Risk
C02220,623,0.48,4,0,Medium Risk
C02221,623,0.27,1,0,Medium Risk
C02222,850,0.57,2,1,Low Risk
C02223,806,0.41,2,0,Low Risk
C02224,612,0.29,2,1,Medium Risk
C02225,714,0.62,1,0,Medium Risk
C02226,710,0.48,2,0,Medium Risk
C02227,846,0.35,4,0,Low Risk
C02228,650,0.37,2,0,Medium Risk
C02229,489,0.26,5,0,High Risk
C02230,679,0.17,2,0,Medium Risk
C02231,665,0.28,4,0,Medium Risk
C02232,731,0.26,3,0,Medium Risk
C02233,767,0.3,1,0,Low Risk
C02234,793,0.38,1,0,Low Risk
C02235,790,0.14,2,0,Low Risk
C02236,748,0.16,2,0,Medium Risk
C02237,784,0.54,1,0,Low Risk
C02238,566,0.21,3,0,High Risk
C02239,666,0.3,2,0,Medium Risk
C02240,690,0.48,2,0,Medium Risk
C02241,730,0.69,0,0,Medium Risk
C02242,633,0.18,4,0,Medium Risk
C02243,629,0.55,1,0,Medium Risk
C02244,658,0.39,4,0,Medium Risk
C02245,729,0.16,2,0,Medium Risk
C02246,388,0.2,2,0,High Risk
C02247,688,0.52,5,0,Medium Risk
C02248,624,0.63,1,0,Medium Risk
C02249,612,0.11,1,0,Medium Risk
C02250,719,0.23,1,0,Medium Risk
C02251,702,0.31,0,0,Medium Risk
C02252,708,0.69,3,0,Medium Risk
C02253,705,0.49,2,0,Medium Risk
C02254,816,0.32,2,0,Low Risk
C02255,796,0.22,3,0,Low Risk
C02256,564,0.24,1,0,High Risk
C02257,646,0.13,1,0,Medium Risk
C02258,656,0.7,3,1,Medium Risk
C02259,553,0.69,0,0,High Risk
C02260,850,0.11,3,0,Low Risk
C02261,699,0.26,2,0,Medium Risk
C02262,583,0.11,0,0,High Risk
C02263,786,0.28,4,0,Low Risk
C02264,702,0.64,2,0,Medium Risk
C02265,621,0.62,4,0,Medium Risk
C02266,752,0.51,1,0,Low Risk
C02267,772,0.69,2,0,Low Risk
C02268,752,0.55,2,0,Low Risk
C02269,739,0.24,6,0,Medium Risk
C02270,626,0.6,1,0,Medium Risk
C02271,542,0.4,2,1,High Risk
C02272,581,0.4,0,0,High Risk
C02273,647,0.6,3,0,Medium Risk
C02274,533,0.42,2,0,High Risk
C02275,850,0.3,2,0,Low Risk
C02276,600,0.66,3,0,Medium Risk
C02277,672,0.14,2,0,Medium Risk
C02278,702,0.49,1,0,Medium Risk
C02279,789,0.57,1,0,Low Risk
C02280,733,0.13,2,0,Medium Risk
C02281,707,0.24,1,0,Medium Risk
C02282,850,0.23,2,0,Low Risk
C02283,834,0.63,2,0,Low Risk
C02284,725,0.49,3,0,Medium Risk
C02285,716,0.23,1,0,Medium Risk
C02286,678,0.65,3,1,Medium Risk
C02287,755,0.25,3,0,Low Risk
C02288,656,0.5,2,1,Medium Risk
C02289,623,0.37,1,1,Medium Risk
C02290,815,0.16,2,0,Low Risk
C02291,621,0.55,1,0,Medium Risk
C02292,686,0.3,2,0,Medium Risk
C02293,655,0.32,0,0,Medium Risk
C02294,683,0.23,4,0,Medium Risk
C02295,708,0.58,4,0,Medium Risk
C02296,690,0.2,3,0,Medium Risk
C02297,611,0.23,3,0,Medium Risk
C02298,653,0.34,2,0,Medium Risk
C02299,748,0.19,5,0,Medium Risk
C02300,710,0.17,1,0,Medium Risk
C02301,725,0.41,1,1,Medium Risk
C02302,771,0.67,0,0,Low Risk
C02303,738,0.58,0,0,Medium Risk
C02304,636,0.21,0,0,Medium Risk
C02305,719,0.45,2,0,Medium Risk
C02306,717,0.58,2,0,Medium Risk
C02307,547,0.19,1,0,High Risk
C02308,539,0.15,1,1,High Risk
C02309,730,0.63,0,0,Medium Risk
C02310,639,0.25,3,0,Medium Risk
C02311,648,0.4,2,0,Medium Risk
C02312,714,0.23,1,0,Medium Risk
C02313,691,0.13,1,0,Medium Risk
C02314,684,0.41,3,0,Medium Risk
C02315,824,0.36,2,0,Low Risk
C02316,667,0.54,1,1,Medium Risk
C02317,713,0.61,2,0,Medium Risk
C02318,637,0.18,1,0,Medium Risk
C02319,783,0.2,3,0,Low Risk
C02320,720,0.67,1,0,Medium Risk
C02321,848,0.35,2,0,Low Risk
C02322,702,0.67,6,0,Medium Risk
C02323,717,0.3,1,0,Medium Risk
C02324,686,0.31,0,0,Medium Risk
C02325,831,0.52,2,0,Low Risk
C02326,723,0.16,4,0,Medium Risk
C02327,682,0.35,1,0,Medium Risk
C02328,609,0.33,3,0,Medium Risk
C02329,491,0.12,4,0,High Risk
C02330,698,0.29,3,0,Medium Risk
C02331,662,0.34,5,0,Medium Risk
C02332,405,0.13,0,0,High Risk
C02333,653,0.11,1,0,Medium Risk
C02334,596,0.46,2,0,High Risk
C02335,840,0.22,1,0,Low Risk
C02336,684,0.32,1,0,Medium Risk
C02337,801,0.15,2,0,Low Risk
C02338,730,0.16,4,0,Medium Risk
C02339,781,0.19,3,1,Low Risk
C02340,850,0.12,3,0,Low Risk
C02341,763,0.56,0,0,Low Risk
C02342,850,0.64,3,0,Low Risk
C02343,746,0.41,6,0,Medium Risk
C02344,799,0.59,2,0,Low Risk
C02345,659,0.18,1,1,Medium Risk
C02346,561,0.37,4,0,High Risk
C02347,464,0.19,2,0,High Risk
C02348,769,0.7,2,0,Low Risk
C02349,646,0.13,2,0,Medium Risk
C02350,659,0.37,3,0,Medium Risk
C02351,658,0.17,1,0,Medium Risk
C02352,629,0.14,0,0,Medium Risk
C02353,839,0.54,3,0,Low Risk
C02354,610,0.15,2,0,Medium Risk
C02355,734,0.11,2,0,Medium Risk
C02356,734,0.67,1,0,Medium Risk
C02357,556,0.21,0,0,High Risk
C02358,741,0.61,2,0,Medium Risk
C02359,586,0.67,2,0,High Risk
C02360,681,0.55,3,0,Medium Risk
C02361,655,0.16,3,0,Medium Risk
C02362,694,0.2,2,0,Medium Risk
C02363,744,0.21,3,0,Medium Risk
C02364,610,0.49,4,0,Medium Risk
C02365,637,0.21,3,0,Medium Risk
C02366,543,0.12,1,0,High Risk
C02367,592,0.38,0,1,High Risk
C02368,758,0.45,2,0,Low Risk
C02369,656,0.38,3,0,Medium Risk
C02370,771,0.39,0,0,Low Risk
C02371,604,0.37,2,1,Medium Risk
C02372,620,0.26,0,0,Medium Risk
C02373,789,0.67,1,0,Low Risk
C02374,710,0.6,2,0,Medium Risk
C02375,555,0.29,3,1,High Risk
C02376,639,0.12,1,0,Medium Risk
C02377,767,0.61,6,0,Low Risk
C02378,674,0.55,2,0,Medium Risk
C02379,799,0.15,0,0,Low Risk
C02380,573,0.52,2,0,High Risk
C02381,799,0.37,1,0,Low Risk
C02382,583,0.18,4,0,High Risk
C02383,712,0.53,1,0,Medium Risk
C02384,775,0.31,0,0,Low Risk
C02385,701,0.65,0,0,Medium Risk
C02386,741,0.13,1,0,Medium Risk
C02387,782,0.66,1,0,Low Risk
C02388,732,0.15,2,0,Medium Risk
C02389,661,0.12,2,0,Medium Risk
C02390,669,0.45,2,0,Medium Risk
C02391,613,0.47,0,0,Medium Risk
C02392,580,0.22,3,0,High Risk
C02393,808,0.63,3,0,Low Risk
C02394,745,0.58,4,1,Medium Risk
C02395,820,0.27,3,0,Low Risk
C02396,744,0.37,3,0,Medium Risk
C02397,658,0.57,1,0,Medium Risk
C02398,585,0.6,2,0,High Risk
C02399,643,0.58,4,0,Medium Risk
C02400,750,0.26,3,0,Low Risk
C02401,625,0.56,2,0,Medium Risk
C02402,808,0.48,2,0,Low Risk
C02403,657,0.42,4,0,Medium Risk
C02404,581,0.68,3,0,High Risk
C02405,661,0.46,3,0,Medium Risk
C02406,710,0.62,0,0,Medium Risk
C02407,843,0.55,6,0,Low Risk
C02408,700,0.13,2,0,Medium Risk
C02409,634,0.26,1,0,Medium Risk
C02410,817,0.47,1,0,Low Risk
C02411,793,0.36,4,0,Low Risk
C02412,680,0.67,6,0,Medium Risk
C02413,544,0.45,2,0,High Risk
C02414,637,0.66,1,0,Medium Risk
C02415,755,0.22,0,0,Low Risk
C02416,802,0.64,2,0,Low Risk
C02417,702,0.42,0,0,Medium Risk
C02418,682,0.23,2,0,Medium Risk
C02419,643,0.33,4,0,Medium Risk
C02420,757,0.68,3,0,Low Risk
C02421,598,0.68,0,0,High Risk
C02422,640,0.11,3,0,Medium Risk
C02423,813,0.28,4,0,Low Risk
C02424,777,0.64,1,0,Low Risk
C02425,823,0.12,4,0,Low Risk
C02426,631,0.67,1,0,Medium Risk
C02427,577,0.33,3,0,High Risk
C02428,823,0.17,2,0,Low Risk
C02429,756,0.28,1,0,Low Risk
C02430,782,0.58,0,0,Low Risk
C02431,757,0.7,3,0,Low Risk
C02432,850,0.18,3,0,Low Risk
C02433,753,0.48,0,0,Low Risk
C02434,708,0.66,5,0,Medium Risk
C02435,719,0.64,3,0,Medium Risk
C02436,710,0.33,1,0,Medium Risk
C02437,832,0.62,1,0,Low Risk
C02438,803,0.21,5,0,Low Risk
C02439,832,0.48,0,0,Low Risk
C02440,509,0.46,3,1,High Risk
C02441,669,0.57,2,0,Medium Risk
C02442,609,0.24,2,0,Medium Risk
C02443,850,0.48,1,0,Low Risk
C02444,625,0.47,2,0,Medium Risk
C02445,746,0.15,3,0,Medium Risk
C02446,850,0.3,1,0,Low Risk
C02447,722,0.22,1,0,Medium Risk
C02448,659,0.7,1,0,Medium Risk
C02449,710,0.69,0,1,Medium Risk
C02450,570,0.25,2,0,High Risk
C02451,557,0.59,1,1,High Risk
C02452,742,0.59,3,0,Medium Risk
C02453,472,0.66,4,0,High Risk
C02454,685,0.18,3,0,Medium Risk
C02455,679,0.5,3,0,Medium Risk
C02456,850,0.22,3,0,Low Risk
C02457,739,0.49,2,0,Medium Risk
C02458,666,0.62,4,0,Medium Risk
C02459,776,0.15,1,0,Low Risk
C02460,708,0.48,2,0,Medium Risk
C02461,593,0.42,3,0,High Risk
C02462,718,0.21,1,0,Medium Risk
C02463,705,0.24,0,0,Medium Risk
C02464,699,0.41,3,0,Medium Risk
C02465,731,0.62,5,0,Medium Risk
C02466,787,0.51,2,0,Low Risk
C02467,724,0.12,4,0,Medium Risk
C02468,576,0.18,1,0,High Risk
C02469,555,0.63,0,1,High Risk
C02470,657,0.49,3,0,Medium Risk
C02471,650,0.11,4,1,Medium Risk
C02472,723,0.46,1,0,Medium Risk
C02473,810,0.2,2,0,Low Risk
C02474,832,0.65,0,0,Low Risk
C02475,632,0.17,1,0,Medium Risk
C02476,531,0.15,1,0,High Risk
C02477,696,0.49,1,0,Medium Risk
C02478,789,0.58,1,0,Low Risk
C02479,651,0.26,0,0,Medium Risk
C02480,695,0.28,4,0,Medium Risk
C02481,675,0.31,3,0,Medium Risk
C02482,833,0.56,2,0,Low Risk
C02483,850,0.26,5,0,Low Risk
C02484,750,0.15,3,0,Low Risk
C02485,752,0.29,3,0,Low Risk
C02486,564,0.68,2,0,High Risk
C02487,652,0.36,3,1,Medium Risk
C02488,769,0.44,0,0,Low Risk
C02489,726,0.56,3,0,Medium Risk
C02490,736,0.44,2,0,Medium Risk
C02491,536,0.49,1,1,High Risk
C02492,498,0.63,4,0,High Risk
C02493,850,0.32,2,0,Low Risk
C02494,676,0.17,0,0,Medium Risk
C02495,539,0.16,3,1,High Risk
C02496,678,0.57,3,0,Medium Risk
C02497,560,0.49,4,0,High Risk
C02498,586,0.44,4,1,High Risk
C02499,623,0.66,2,0,Medium Risk
C02500,560,0.48,0,0,High Risk
C02501,384,0.13,4,0,High Risk
C02502,758,0.38,1,1,Low Risk
C02503,637,0.23,6,0,Medium Risk
C02504,775,0.47,1,0,Low Risk
C02505,693,0.21,2,0,Medium Risk
C02506,526,0.49,2,0,High Risk
C02507,687,0.63,0,0,Medium Risk
C02508,817,0.15,2,0,Low Risk
C02509,681,0.26,3,0,Medium Risk
C02510,624,0.5,1,0,Medium Risk
C02511,560,0.53,5,0,High Risk
C02512,637,0.45,4,0,Medium Risk
C02513,585,0.18,0,0,High Risk
C02514,647,0.25,0,0,Medium Risk
C02515,493,0.64,0,0,High Risk
C02516,580,0.59,4,0,High Risk
C02517,743,0.67,1,0,Medium Risk
C02518,703,0.35,1,0,Medium Risk
C02519,660,0.36,0,0,Medium Risk
C02520,575,0.26,4,0,High Risk
C02521,837,0.41,1,0,Low Risk
C02522,850,0.6,2,0,Low Risk
C02523,578,0.25,4,1,High Risk
C02524,767,0.18,3,0,Low Risk
C02525,583,0.55,2,1,High Risk
C02526,738,0.52,0,0,Medium Risk
C02527,472,0.6,1,0,High Risk
C02528,634,0.55,6,0,Medium Risk
C02529,707,0.35,1,0,Medium Risk
C02530,725,0.19,2,1,Medium Risk
C02531,598,0.53,1,0,High Risk
C02532,743,0.63,1,0,Medium Risk
C02533,682,0.19,2,1,Medium Risk
C02534,557,0.41,3,0,High Risk
C02535,588,0.3,1,1,High Risk
C02536,837,0.41,3,0,Low Risk
C02537,706,0.12,2,0,Medium Risk
C02538,650,0.31,3,0,Medium Risk
C02539,553,0.39,1,0,High Risk
C02540,638,0.19,3,0,Medium Risk
C02541,707,0.34,4,1,Medium Risk
C02542,724,0.21,3,0,Medium Risk
C02543,701,0.23,2,0,Medium Risk
C02544,628,0.69,3,0,Medium Risk
C02545,518,0.46,3,0,High Risk
C02546,681,0.33,1,0,Medium Risk
C02547,686,0.41,1,0,Medium Risk
C02548,611,0.33,3,0,Medium Risk
C02549,670,0.46,3,0,Medium Risk
C02550,698,0.1,1,0,Medium Risk
C02551,719,0.24,4,0,Medium Risk
C02552,763,0.69,2,0,Low Risk
C02553,469,0.17,1,0,High Risk
C02554,731,0.15,5,0,Medium Risk
C02555,543,0.4,3,0,High Risk
C02556,595,0.27,2,1,High Risk
C02557,787,0.42,2,0,Low Risk
C02558,578,0.68,3,1,High Risk
C02559,769,0.18,0,0,Low Risk
C02560,636,0.36,4,0,Medium Risk
C02561,825,0.56,2,0,Low Risk
C02562,566,0.2,2,1,High Risk
C02563,681,0.53,6,0,Medium Risk
C02564,435,0.34,2,0,High Risk
C02565,698,0.47,4,0,Medium Risk
C02566,540,0.42,1,0,High Risk
C02567,666,0.37,3,0,Medium Risk
C02568,610,0.39,5,0,Medium Risk
C02569,850,0.19,2,0,Low Risk
C02570,648,0.36,3,0,Medium Risk
C02571,840,0.55,4,0,Low Risk
C02572,599,0.64,2,0,High Risk
C02573,389,0.48,4,1,High Risk
C02574,758,0.6,3,0,Low Risk
C02575,579,0.4,1,0,High Risk
C02576,790,0.23,1,1,Low Risk
C02577,677,0.53,1,0,Medium Risk
C02578,743,0.52,0,0,Medium Risk
C02579,770,0.1,1,0,Low Risk
C02580,850,0.39,2,0,Low Risk
C02581,785,0.66,2,0,Low Risk
C02582,707,0.69,1,0,Medium Risk
C02583,768,0.37,2,0,Low Risk
C02584,758,0.53,1,0,Low Risk
C02585,735,0.11,1,0,Medium Risk
C02586,850,0.26,1,0,Low Risk
C02587,669,0.53,1,0,Medium Risk
C02588,703,0.49,2,0,Medium Risk
C02589,637,0.5,2,0,Medium Risk
C02590,850,0.52,4,0,Low Risk
C02591,661,0.36,2,0,Medium Risk
C02592,721,0.66,5,0,Medium Risk
C02593,603,0.32,1,0,Medium Risk
C02594,652,0.64,2,1,Medium Risk
C02595,781,0.14,1,0,Low Risk
C02596,678,0.61,2,0,Medium Risk
C02597,796,0.28,5,0,Low Risk
C02598,764,0.5,1,0,Low Risk
C02599,680,0.13,2,0,Medium Risk
C02600,610,0.15,1,0,Medium Risk
C02601,716,0.13,2,0,Medium Risk
C02602,716,0.39,1,0,Medium Risk
C02603,691,0.35,0,0,Medium Risk
C02604,717,0.29,3,0,Medium Risk
C02605,626,0.37,3,0,Medium Risk
C02606,749,0.29,2,0,Medium Risk
C02607,728,0.62,1,0,Medium Risk
C02608,621,0.44,1,0,Medium Risk
C02609,647,0.29,1,0,Medium Risk
C02610,685,0.37,3,0,Medium Risk
C02611,648,0.62,3,0,Medium Risk
C02612,620,0.35,2,0,Medium Risk
C02613,783,0.36,4,0,Low Risk
C02614,770,0.3,2,0,Low Risk
C02615,744,0.26,2,0,Medium Risk
C02616,584,0.38,1,1,High Risk
C02617,850,0.54,1,0,Low Risk
C02618,718,0.32,2,0,Medium Risk
C02619,678,0.24,1,0,Medium Risk
C02620,764,0.5,1,0,Low Risk
C02621,679,0.59,4,0,Medium Risk
C02622,430,0.11,2,0,High Risk
C02623,713,0.48,1,1,Medium Risk
C02624,788,0.64,1,0,Low Risk
C02625,724,0.15,3,0,Medium Risk
C02626,522,0.64,3,0,High Risk
C02627,766,0.17,2,0,Low Risk
C02628,714,0.7,2,0,Medium Risk
C02629,720,0.41,1,1,Medium Risk
C02630,552,0.54,2,0,High Risk
C02631,640,0.14,4,0,Medium Risk
C02632,590,0.16,3,0,High Risk
C02633,771,0.68,5,0,Low Risk
C02634,732,0.69,1,0,Medium Risk
C02635,633,0.27,2,0,Medium Risk
C02636,622,0.31,0,0,Medium Risk
C02637,661,0.11,4,0,Medium Risk
C02638,716,0.67,2,1,Medium Risk
C02639,769,0.65,2,0,Low Risk
C02640,607,0.17,1,0,Medium Risk
C02641,722,0.32,1,0,Medium Risk
C02642,656,0.68,2,0,Medium Risk
C02643,424,0.18,0,0,High Risk
C02644,642,0.62,2,0,Medium Risk
C02645,726,0.22,2,0,Medium Risk
C02646,616,0.14,1,1,Medium Risk
C02647,721,0.19,3,0,Medium Risk
C02648,752,0.53,2,0,Low Risk
C02649,793,0.18,2,0,Low Risk
C02650,594,0.1,1,0,High Risk
C02651,795,0.57,1,0,Low Risk
C02652,692,0.49,1,0,Medium Risk
C02653,548,0.63,3,0,High Risk
C02654,668,0.45,0,0,Medium Risk
C02655,663,0.13,6,0,Medium Risk
C02656,641,0.11,0,0,Medium Risk
C02657,578,0.57,0,1,High Risk
C02658,711,0.63,0,0,Medium Risk
C02659,684,0.58,3,0,Medium Risk
C02660,640,0.32,3,0,Medium Risk
C02661,604,0.5,1,0,Medium Risk
C02662,525,0.15,2,0,High Risk
C02663,829,0.53,2,0,Low Risk
C02664,665,0.25,0,0,Medium Risk
C02665,761,0.66,2,0,Low Risk
C02666,790,0.3,1,0,Low Risk
C02667,783,0.3,1,0,Low Risk
C02668,750,0.27,1,0,Low Risk
C02669,710,0.48,3,0,Medium Risk
C02670,536,0.16,1,0,High Risk
C02671,831,0.13,1,0,Low Risk
C02672,587,0.52,2,0,High Risk
C02673,824,0.67,2,0,Low Risk
C02674,663,0.55,2,0,Medium Risk
C02675,778,0.25,2,0,Low Risk
C02676,766,0.32,3,0,Low Risk
C02677,722,0.22,6,0,Medium Risk
C02678,722,0.51,0,0,Medium Risk
C02679,673,0.24,3,1,Medium Risk
C02680,694,0.44,2,0,Medium Risk
C02681,693,0.6,5,0,Medium Risk
C02682,704,0.41,5,0,Medium Risk
C02683,678,0.46,0,0,Medium Risk
C02684,570,0.68,4,0,High Risk
C02685,652,0.29,1,0,Medium Risk
C02686,728,0.58,3,0,Medium Risk
C02687,678,0.51,2,0,Medium Risk
C02688,690,0.17,2,0,Medium Risk
C02689,635,0.69,2,0,Medium Risk
C02690,741,0.51,2,0,Medium Risk
C02691,746,0.11,2,0,Medium Risk
C02692,480,0.53,1,0,High Risk
C02693,549,0.18,1,0,High Risk
C02694,673,0.28,1,0,Medium Risk
C02695,735,0.31,0,0,Medium Risk
C02696,716,0.29,4,0,Medium Risk
C02697,677,0.55,0,0,Medium Risk
C02698,764,0.55,2,0,Low Risk
C02699,744,0.42,1,0,Medium Risk
C02700,672,0.44,2,0,Medium Risk
C02701,677,0.29,1,0,Medium Risk
C02702,572,0.11,2,0,High Risk
C02703,699,0.31,3,0,Medium Risk
C02704,740,0.11,1,1,Medium Risk
C02705,625,0.62,2,0,Medium Risk
C02706,693,0.48,3,0,Medium Risk
C02707,720,0.69,3,0,Medium Risk
C02708,768,0.21,1,0,Low Risk
C02709,662,0.49,2,0,Medium Risk
C02710,612,0.21,2,0,Medium Risk
C02711,659,0.48,6,0,Medium Risk
C02712,716,0.4,2,0,Medium Risk
C02713,711,0.5,3,0,Medium Risk
C02714,551,0.54,1,0,High Risk
C02715,659,0.41,2,0,Medium Risk
C02716,597,0.4,4,0,High Risk
C02717,692,0.14,0,0,Medium Risk
C02718,722,0.32,0,0,Medium Risk
C02719,781,0.28,2,0,Low Risk
C02720,803,0.48,3,0,Low Risk
C02721,734,0.27,3,0,Medium Risk
C02722,652,0.24,0,1,Medium Risk
C02723,643,0.61,4,0,Medium Risk
C02724,731,0.6,1,0,Medium Risk
C02725,758,0.3,2,0,Low Risk
C02726,580,0.15,2,0,High Risk
C02727,850,0.4,2,0,Low Risk
C02728,728,0.37,1,0,Medium Risk
C02729,765,0.62,1,1,Low Risk
C02730,731,0.43,1,0,Medium Risk
C02731,595,0.67,2,0,High Risk
C02732,650,0.39,4,0,Medium Risk
C02733,620,0.5,0,0,Medium Risk
C02734,537,0.39,1,0,High Risk
C02735,579,0.29,1,0,High Risk
C02736,848,0.12,1,0,Low Risk
C02737,670,0.58,0,0,Medium Risk
C02738,768,0.64,3,0,Low Risk
C02739,639,0.54,0,0,Medium Risk
C02740,625,0.26,2,0,Medium Risk
C02741,824,0.59,3,0,Low Risk
C02742,673,0.47,3,0,Medium Risk
C02743,669,0.51,2,0,Medium Risk
C02744,713,0.14,4,0,Medium Risk
C02745,746,0.45,1,0,Medium Risk
C02746,641,0.44,2,0,Medium Risk
C02747,493,0.5,4,0,High Risk
C02748,794,0.56,3,0,Low Risk
C02749,728,0.34,4,0,Medium Risk
C02750,610,0.19,4,1,Medium Risk
C02751,675,0.65,2,0,Medium Risk
C02752,809,0.57,3,0,Low Risk
C02753,832,0.42,2,0,Low Risk
C02754,660,0.31,2,0,Medium Risk
C02755,824,0.69,3,0,Low Risk
C02756,690,0.16,0,0,Medium Risk
C02757,623,0.66,2,0,Medium Risk
C02758,642,0.34,3,0,Medium Risk
C02759,849,0.16,1,0,Low Risk
C02760,742,0.33,0,0,Medium Risk
C02761,604,0.55,3,0,Medium Risk
C02762,782,0.35,4,0,Low Risk
C02763,786,0.4,1,0,Low Risk
C02764,652,0.59,1,0,Medium Risk
C02765,732,0.47,0,0,Medium Risk
C02766,817,0.5,4,0,Low Risk
C02767,585,0.19,2,1,High Risk
C02768,526,0.25,0,0,High Risk
C02769,629,0.35,4,0,Medium Risk
C02770,531,0.17,1,0,High Risk
C02771,577,0.27,3,1,High Risk
C02772,792,0.6,0,0,Low Risk
C02773,613,0.11,3,0,Medium Risk
C02774,683,0.13,2,0,Medium Risk
C02775,755,0.51,5,0,Low Risk
C02776,796,0.33,3,0,Low Risk
C02777,721,0.56,2,0,Medium Risk
C02778,497,0.66,3,0,High Risk
C02779,685,0.26,2,0,Medium Risk
C02780,759,0.12,6,0,Low Risk
C02781,705,0.37,3,0,Medium Risk
C02782,739,0.68,2,0,Medium Risk
C02783,629,0.43,1,1,Medium Risk
C02784,698,0.33,0,1,Medium Risk
C02785,749,0.43,4,0,Medium Risk
C02786,818,0.2,4,0,Low Risk
C02787,632,0.55,2,0,Medium Risk
C02788,630,0.51,1,0,Medium Risk
C02789,832,0.53,2,0,Low Risk
C02790,659,0.28,2,0,Medium Risk
C02791,710,0.59,0,0,Medium Risk
C02792,713,0.64,4,1,Medium Risk
C02793,689,0.67,1,0,Medium Risk
C02794,850,0.48,1,0,Low Risk
C02795,669,0.31,5,0,Medium Risk
C02796,761,0.33,2,0,Low Risk
C02797,652,0.44,3,0,Medium Risk
C02798,850,0.45,2,0,Low Risk
C02799,616,0.58,1,0,Medium Risk
C02800,745,0.15,3,0,Medium Risk
C02801,479,0.44,1,0,High Risk
C02802,663,0.31,0,0,Medium Risk
